ID_INMUEBLE,ID _ESTADO,ESTADO,INSTITUCIÓN_A_CARGO_DEL_INMUEBLE,DENOMINACIÓN_INMUEBLE,TIPO_VIALIDAD,NOMBRE_VIALIDAD,NUMERO_EXTERIOR,NUMERO_INTERIOR,TIPO_ASENTAMIENTO,ID_LOCALIDAD,NOMBRE_LOCALIDAD,ID_MUNICIPIO,MUNICIPIO,CODIGO_POSTAL,NATURALEZA_INMUEBLE,TIPO_INMUEBLE,USO_INMUEBLE,OPERACION_ORIGEN,VALOR_CATASTRAL,TITULO_PROPIEDAD
1963,13,Hidalgo,Oficialía Mayor,Primaria Indígena Vicente Guerrero,Avenida,Benito Juárez ,sin número,sin número,Colonia,0001,Acaxochitlán,02,Acaxochitlán,43728,Urbana,Edificación,Primaria Indígena,Donación a favor de Gobierno del Estado de Hidalgo,5347036.435,Contrato de Donación y Transmisión de Derechos Posesorios CD y TDP 2003 004 de fecha 16 de diciembre del 2003.
1964,13,Hidalgo,Oficialía Mayor,Preescolar Indígena Miguel Hidalgo y Costilla,Calle,Domicilio conocido,sin número,sin número,Colonia,0001,Acaxochitlán,02,Acaxochitlán,43728,Urbana,Edificación,Preescolar Indígena,Donación a favor de Gobierno del Estado de Hidalgo,353263.6198,
1965,13,Hidalgo,Oficialía Mayor,Primaria Indígena Benito Juárez,Calle,Plaza Principal ,sin número,sin número,Colonia,0001,Acaxochitlán,02,Acaxochitlán,43728,Urbana,Edificación,Primaria Indígena,Donación a favor de Gobierno del Estado de Hidalgo,3398494.106,Contrato de Donación y Transmisión de Derechos Posesorios CD y TDP 2003 004 de fecha 16 de diciembre del 2003.
1966,13,Hidalgo,Oficialía Mayor,Primaria General Ignacio Allende,Calle,Domicilio conocido,sin número,sin número,Colonia,0001,Acaxochitlán,02,Acaxochitlán,43721,Urbana,Edificación,Primaria General,Donación a favor de Gobierno del Estado de Hidalgo,1142017.589,Contrato de Donación y Transmisión de Derechos Posesorios CD y TDP 2003 004 de fecha 16 de diciembre del 2003.
1967,13,Hidalgo,Oficialía Mayor,Preescolar General Juan de Grijalva,Calle,Domicilio conocido,sin número,sin número,Colonia,0001,Acaxochitlán,02,Acaxochitlán,43721,Urbana,Edificación,Preescolar General,Donación a favor de Gobierno del Estado de Hidalgo,1990147.42,Contrato de Donación y Transmisión de Derechos Posesorios CD y TDP 2003 004 de fecha 16 de diciembre del 2003.
1968,13,Hidalgo,Oficialía Mayor,Preescolar General Frida Khalo,Calle,Domicilio conocido,sin número,sin número,Colonia,0001,Acaxochitlán,02,Acaxochitlán,43721,Urbana,Edificación,Preescolar General,Donación a favor de Gobierno del Estado de Hidalgo,923805.4349,Contrato de Donación y Transmisión de Derechos Posesorios CD y TDP 2003 004 de fecha 16 de diciembre del 2003.
1969,13,Hidalgo,Oficialía Mayor,Primaria General Amado Nervo,Calle,Plaza Principal ,sin número,sin número,Colonia,0001,Acaxochitlán,02,Acaxochitlán,43721,Urbana,Edificación,Primaria General,Donación a favor de Gobierno del Estado de Hidalgo,7705786.438,Contrato de Donación y Transmisión de Derechos Posesorios CD y TDP 2003 004 de fecha 16 de diciembre del 2003.
1970,13,Hidalgo,Oficialía Mayor,Telesecundaria 107,Calle,Cerrado 18 de Octubre ,sin número,sin número,Colonia,0001,Acaxochitlán,02,Acaxochitlán,43721,Urbana,Edificación,Telesecundaria,Donación a favor de Gobierno del Estado de Hidalgo,3460853.846,Contrato de Donación y Transmisión de Derechos Posesorios CD y TDP 2003 004 de fecha 16 de diciembre del 2003.
1971,13,Hidalgo,Oficialía Mayor,Preescolar General Ángela Peralta,Calle,Domicilio conocido,sin número,sin número,Colonia,0001,Acaxochitlán,02,Acaxochitlán,43726,Urbana,Edificación,Preescolar General,Donación a favor de Gobierno del Estado de Hidalgo,347145.4683,
1972,13,Hidalgo,Oficialía Mayor,Primaria General Miguel Hidalgo,Calle,Domicilio conocido,sin número,sin número,Colonia,0001,Acaxochitlán,02,Acaxochitlán,43726,Urbana,Edificación,Primaria General,Donación a favor de Gobierno del Estado de Hidalgo,2607768.764,Contrato de Donación y Transmisión de Derechos Posesorios CD y TDP 2003 004 de fecha 16 de diciembre del 2003.
1973,13,Hidalgo,Oficialía Mayor,Telesecundaria 347,Calle,Domicilio conocido,sin número,sin número,Colonia,0001,Acaxochitlán,02,Acaxochitlán,43726,Urbana,Edificación,Telesecundaria,Donación a favor de Gobierno del Estado de Hidalgo,3890634.752,Contrato de Donación y Transmisión de Derechos Posesorios CD y TDP 2003 004 de fecha 16 de diciembre del 2003.
1974,13,Hidalgo,Oficialía Mayor,Preescolar General Valentína Tereshkova,Calle,Domicilio conocido,sin número,sin número,Colonia,0001,Acaxochitlán,02,Acaxochitlán,43730,Urbana,Edificación,Preescolar General,Donación a favor de Gobierno del Estado de Hidalgo,1424599.173,Contrato de Donación y Transmisión de Derechos Posesorios CD y TDP 2003 004 de fecha 16 de diciembre del 2003.
1975,13,Hidalgo,Oficialía Mayor,Preescolar Indígena Niño y Libertad,Calle,Domicilio conocido,sin número,sin número,Colonia,0001,Huejutla de Reyes,28,Huejutla de Reyes,43000,Urbana,Edificación,Preescolar Indígena,Donación a favor de Gobierno del Estado de Hidalgo,1194190.629,Contrato de Donación y Transmisión de Derechos Posesorios CD y TDP 2003 004 de fecha 16 de diciembre del 2003.
1976,13,Hidalgo,Oficialía Mayor,Primaria Indígena Liberación Campesina,Calle,Al Oriente de La comunidad ,sin número,sin número,Colonia,0001,Huejutla de Reyes,28,Huejutla de Reyes,43000,Urbana,Edificación,Primaria Indígena,Donación a favor de Gobierno del Estado de Hidalgo,6073129.881,Contrato de Donación y Transmisión de Derechos Posesorios CD y TDP 2003 004 de fecha 16 de diciembre del 2003.
1977,13,Hidalgo,Oficialía Mayor,Telesecundaria 163,Calle,11 de Diciembre,1,sin número,Colonia,0001,Huejutla de Reyes,28,Huejutla de Reyes,43000,Urbana,Edificación,Telesecundaria,Donación a favor de Gobierno del Estado de Hidalgo,4061333.765,Contrato de Donación y Transmisión de Derechos Posesorios CD y TDP 2003 004 de fecha 16 de diciembre del 2003.
1978,13,Hidalgo,Oficialía Mayor,Primaria Indígena Gral. Ignacio Zaragoza,Calle,Domicilio conocido,sin número,sin número,Colonia,0001,Huejutla de Reyes,28,Huejutla de Reyes,43005,Urbana,Edificación,Primaria Indígena,Donación a favor de Gobierno del Estado de Hidalgo,2790319.001,Contrato de Donación y Transmisión de Derechos Posesorios CD y TDP 2003 004 de fecha 16 de diciembre del 2003.
1979,13,Hidalgo,Oficialía Mayor,Primaria General Benito Juárez,Calle,Atajteno ,sin número,sin número,Colonia,0001,Huejutla de Reyes,28,Huejutla de Reyes,43005,Urbana,Edificación,Primaria General,Donación a favor de Gobierno del Estado de Hidalgo,1065320.217,Contrato de Donación y Transmisión de Derechos Posesorios CD y TDP 2003 004 de fecha 16 de diciembre del 2003.
1980,13,Hidalgo,Oficialía Mayor,Preescolar General Carlos Fayad Orozco,Calle,Centro de la comunidad ,sin número,sin número,Colonia,0001,Huejutla de Reyes,28,Huejutla de Reyes,43005,Urbana,Edificación,Preescolar General,Donación a favor de Gobierno del Estado de Hidalgo,744868.422,Contrato de Donación y Transmisión de Derechos Posesorios CD y TDP 2003 004 de fecha 16 de diciembre del 2003.
1981,13,Hidalgo,Oficialía Mayor,Preescolar Indígena Xochikalko,Calle,Domicilio conocido,sin número,sin número,Colonia,0001,Huejutla de Reyes,28,Huejutla de Reyes,43005,Urbana,Edificación,Preescolar Indígena,Donación a favor de Gobierno del Estado de Hidalgo,570452.7298,Contrato de Donación y Transmisión de Derechos Posesorios CD y TDP 2003 004 de fecha 16 de diciembre del 2003.
1982,13,Hidalgo,Oficialía Mayor,Preescolar Indígena Lauro Aguirre,Calle,Domicilio conocido,sin número,sin número,Colonia,0001,Huejutla de Reyes,28,Huejutla de Reyes,43000,Urbana,Edificación,Preescolar Indígena,Donación a favor de Gobierno del Estado de Hidalgo,868502.2753,Contrato de Donación y Transmisión de Derechos Posesorios CD y TDP 2003 004 de fecha 16 de diciembre del 2003.
1983,13,Hidalgo,Oficialía Mayor,Primaria Indígena Ignacio Allende,Calle,Centro de la población ,sin número,sin número,Colonia,0001,Huejutla de Reyes,28,Huejutla de Reyes,43000,Urbana,Edificación,Primaria Indígena,Donación a favor de Gobierno del Estado de Hidalgo,2952013.69,
1984,13,Hidalgo,Oficialía Mayor,Primaria Indígena Rafael Rámirez,Calle,Domicilio conocido,sin número,sin número,Colonia,0001,Huejutla de Reyes,28,Huejutla de Reyes,43000,Urbana,Edificación,Primaria Indígena,Donación a favor de Gobierno del Estado de Hidalgo,858029.1597,
1985,13,Hidalgo,Oficialía Mayor,Preescolar Indígena Benito Juárez,Calle,Centro de la comunidad ,sin número,sin número,Colonia,0001,Huejutla de Reyes,28,Huejutla de Reyes,43000,Urbana,Edificación,Preescolar Indígena,Donación a favor de Gobierno del Estado de Hidalgo,557884.9909,Contrato de Donación y Transmisión de Derechos Posesorios CD y TDP 2003 004 de fecha 16 de diciembre del 2003.
1986,13,Hidalgo,Oficialía Mayor,Primaria Indígena 1° de Mayo,Calle,Centro de la población ,sin número,sin número,Colonia,0001,Huejutla de Reyes,28,Huejutla de Reyes,43000,Urbana,Edificación,Primaria Indígena,Donación a favor de Gobierno del Estado de Hidalgo,3732688.672,Contrato de Donación y Transmisión de Derechos Posesorios CD y TDP 2003 004 de fecha 16 de diciembre del 2003.
1987,13,Hidalgo,Oficialía Mayor,Primaria General Emiliano Zapata,Calle,Centro de la localidad ,sin número,sin número,Colonia,0001,Huejutla de Reyes,28,Huejutla de Reyes,43002,Urbana,Edificación,Primaria General,Donación a favor de Gobierno del Estado de Hidalgo,2735015.842,Contrato de Donación y Transmisión de Derechos Posesorios CD y TDP 2003 004 de fecha 16 de diciembre del 2003.
1988,13,Hidalgo,Oficialía Mayor,Preescolar Indígena Miguel Hidalgo,Calle,Centro de la población,sin número,sin número,Colonia,0001,Huejutla de Reyes,28,Huejutla de Reyes,43000,Urbana,Edificación,Preescolar Indígena,Donación a favor de Gobierno del Estado de Hidalgo,160928.3628,Contrato de Donación y Transmisión de Derechos Posesorios CD y TDP 2003 004 de fecha 16 de diciembre del 2003.
1989,13,Hidalgo,Oficialía Mayor,Primaria Indígena Miguel Hidalgo y Costilla,Calle,Centro de la población ,sin número,sin número,Colonia,0001,Huejutla de Reyes,28,Huejutla de Reyes,43000,Urbana,Edificación,Primaria Indígena,Donación a favor de Gobierno del Estado de Hidalgo,15334940.32,Contrato de Donación y Transmisión de Derechos Posesorios CD y TDP 2003 004 de fecha 16 de diciembre del 2003.
1990,13,Hidalgo,Oficialía Mayor,Preescolar General Rosario Castellanos,Calle,Centro de la localidad ,sin número,sin número,Colonia,0001,Huejutla de Reyes,28,Huejutla de Reyes,43002,Urbana,Edificación,Preescolar General,Donación a favor de Gobierno del Estado de Hidalgo,397722.9537,Contrato de Donación y Transmisión de Derechos Posesorios CD y TDP 2003 004 de fecha 16 de diciembre del 2003.
1991,13,Hidalgo,Oficialía Mayor,Primaria General Justo Sierra,Calle,Centro de la comunidad ,sin número,sin número,Colonia,0001,Huejutla de Reyes,28,Huejutla de Reyes,43002,Urbana,Edificación,Primaria General,Donación a favor de Gobierno del Estado de Hidalgo,1900870.495,
1992,13,Hidalgo,Oficialía Mayor,Preescolar Indígena Álvaro Obregón,Calle,Domicilio conocido,sin número,sin número,Colonia,0001,Huejutla de Reyes,28,Huejutla de Reyes,43006,Urbana,Edificación,Preescolar Indígena,Donación a favor de Gobierno del Estado de Hidalgo,1223055.557,
1993,13,Hidalgo,Oficialía Mayor,Primaria Indígena Aquíles Serdán,Calle,Centro de población ,sin número,sin número,Colonia,0001,Huejutla de Reyes,28,Huejutla de Reyes,43006,Urbana,Edificación,Primaria Indígena,Donación a favor de Gobierno del Estado de Hidalgo,3312314.413,Contrato de Donación y Transmisión de Derechos Posesorios CD y TDP 2003 004 de fecha 16 de diciembre del 2003.
1994,13,Hidalgo,Oficialía Mayor,Telesecundaria 450,Calle,Domicilio conocido,sin número,sin número,Colonia,0001,Huejutla de Reyes,28,Huejutla de Reyes,43006,Urbana,Edificación,Telesecundaria,Donación a favor de Gobierno del Estado de Hidalgo,3105853.541,Contrato de Donación y Transmisión de Derechos Posesorios CD y TDP 2003 004 de fecha 16 de diciembre del 2003.
1995,13,Hidalgo,Oficialía Mayor,Preescolar Indígena María Montessori,Calle,Centro de la localidad ,sin número,sin número,Colonia,0001,Huejutla de Reyes,28,Huejutla de Reyes,43000,Urbana,Edificación,Preescolar Indígena,Donación a favor de Gobierno del Estado de Hidalgo,243180.6371,Contrato de Donación y Transmisión de Derechos Posesorios CD y TDP 2003 004 de fecha 16 de diciembre del 2003.
1996,13,Hidalgo,Oficialía Mayor,Primaria Indígena México,Calle,Centro de la localidad ,sin número,sin número,Colonia,0001,Huejutla de Reyes,28,Huejutla de Reyes,43000,Urbana,Edificación,Primaria Indígena,Donación a favor de Gobierno del Estado de Hidalgo,2166274.572,
1997,13,Hidalgo,Oficialía Mayor,Preescolar General Rafael Contreras,Calle,Progreso ,sin número,sin número,Colonia,0001,Cualecuextla,28,Huejutla de Reyes,43010,Urbana,Edificación,Preescolar General,Donación a favor de Gobierno del Estado de Hidalgo,830696.8821,
1998,13,Hidalgo,Oficialía Mayor,Preescolar Indígena Lic. Benito Juárez,Calle,Domicilio conocido,sin número,sin número,Colonia,0001,Huejutla de Reyes,28,Huejutla de Reyes,43019,Urbana,Edificación,Preescolar Indígena,Donación a favor de Gobierno del Estado de Hidalgo,882296.1349,Contrato de Donación y Transmisión de Derechos Posesorios CD y TDP 2003 004 de fecha 16 de diciembre del 2003.
1999,13,Hidalgo,Oficialía Mayor,Primaria Indígena Vicente Guerrero,Calle,Centro de la localidad ,sin número,sin número,Colonia,0001,Huejutla de Reyes,28,Huejutla de Reyes,43019,Urbana,Edificación,Primaria Indígena,Donación a favor de Gobierno del Estado de Hidalgo,6534202.413,Contrato de Donación y Transmisión de Derechos Posesorios CD y TDP 2003 004 de fecha 16 de diciembre del 2003.
2000,13,Hidalgo,Oficialía Mayor,Telesecundaria 63,Calle,Domicilio conocido,sin número,sin número,Colonia,0001,Huejutla de Reyes,28,Huejutla de Reyes,43019,Urbana,Edificación,Telesecundaria,Donación a favor de Gobierno del Estado de Hidalgo,6002308.629,
2001,13,Hidalgo,Oficialía Mayor,Preescolar Indígena Héroe Antonio Reyes,Calle,Domicilio conocido,sin número,sin número,Colonia,0001,Huejutla de Reyes,28,Huejutla de Reyes,43004,Urbana,Edificación,Preescolar Indígena,Donación a favor de Gobierno del Estado de Hidalgo,662105.264,
2002,13,Hidalgo,Oficialía Mayor,Primaria Indígena Benito Juárez,Calle,Domicilio conocido,sin número,sin número,Colonia,0001,Huejutla de Reyes,28,Huejutla de Reyes,43004,Urbana,Edificación,Primaria Indígena,Donación a favor de Gobierno del Estado de Hidalgo,5546153.353,Contrato de Donación y Transmisión de Derechos Posesorios CD y TDP 2003 004 de fecha 16 de diciembre del 2003.
2003,13,Hidalgo,Oficialía Mayor,Primaria Indígena Angélica Castro de La Fuente,Calle,Domicilio conocido,sin número,sin número,Colonia,0001,Huejutla de Reyes,28,Huejutla de Reyes,43005,Urbana,Edificación,Primaria Indígena,Donación a favor de Gobierno del Estado de Hidalgo,1423066.522,Contrato de Donación y Transmisión de Derechos Posesorios CD y TDP 2003 004 de fecha 16 de diciembre del 2003.
2004,13,Hidalgo,Oficialía Mayor,Preescolar Indígena Miguel Hidalgo y Costilla,Calle,Domicilio conocido,sin número,sin número,Colonia,0001,Huejutla de Reyes,28,Huejutla de Reyes,43000,Urbana,Edificación,Preescolar Indígena,Donación a favor de Gobierno del Estado de Hidalgo,618169.2665,
2005,13,Hidalgo,Oficialía Mayor,Preescolar Indígena Miguel Hidalgo y Costilla,Calle,Principal ,sin número,sin número,Colonia,0001,Huejutla de Reyes,28,Huejutla de Reyes,43016,Urbana,Edificación,Preescolar Indígena,Donación a favor de Gobierno del Estado de Hidalgo,945901.1546,Contrato de Donación y Transmisión de Derechos Posesorios CD y TDP 2003 004 de fecha 16 de diciembre del 2003.
2006,13,Hidalgo,Oficialía Mayor,Primaria Indígena Benito Juárez,Calle,Centro de la población ,sin número,sin número,Colonia,0001,Huejutla de Reyes,28,Huejutla de Reyes,43016,Urbana,Edificación,Primaria Indígena,Donación a favor de Gobierno del Estado de Hidalgo,3920904.61,
2007,13,Hidalgo,Oficialía Mayor, Cendi Sep número 2,Carretera,Federal 105 México-Tampico Margen derecho ,Kilómetro 215,sin número,Colonia,0001,Los Cantores,28,Huejutla de Reyes,43000,Urbana,Edificación,Cendi,Donación a favor de Gobierno del Estado de Hidalgo,4924716.986,
2008,13,Hidalgo,Oficialía Mayor,Primaria General Blanca Furiati de Medecigo,Calle,Ignacio Noguera ,sin número,sin número,Colonia,0001,La Garita,28,Huejutla de Reyes,43000,Urbana,Edificación,Primaria General,Donación a favor de Gobierno del Estado de Hidalgo,1484372.565,
2009,13,Hidalgo,Oficialía Mayor,Preescolar General Profr. Ildefonso Vazquez Ibarra,Calle,Domicilio conocido,sin número,sin número,Colonia,0001,Huejutla de Reyes,28,Huejutla de Reyes,43000,Urbana,Edificación,Preescolar General,Donación a favor de Gobierno del Estado de Hidalgo,450599.4158,Contrato de Donación y Transmisión de Derechos Posesorios CD y TDP 2003 004 de fecha 16 de diciembre del 2003.
2010,13,Hidalgo,Oficialía Mayor,Primaria General Aquíles Serdán,Calle,Francisco Javier Mina,2,sin número,Colonia,0001,Huejutla de Reyes,28,Huejutla de Reyes,43000,Urbana,Edificación,Primaria General,Donación a favor de Gobierno del Estado de Hidalgo,1198022.256,Contrato de Donación y Transmisión de Derechos Posesorios CD y TDP 2003 004 de fecha 16 de diciembre del 2003.
2011,13,Hidalgo,Oficialía Mayor,Preescolar Indígena Niños Héroes,Calle,Domicilio conocido,sin número,sin número,Colonia,0001,Huejutla de Reyes,28,Huejutla de Reyes,43000,Urbana,Edificación,Preescolar Indígena,Donación a favor de Gobierno del Estado de Hidalgo,272428.7285,
2012,13,Hidalgo,Oficialía Mayor,Primaria Indígena Adolfo Ruíz CortInés,Calle,Centro de la población ,sin número,sin número,Colonia,0001,Huejutla de Reyes,28,Huejutla de Reyes,43000,Urbana,Edificación,Primaria Indígena,Donación a favor de Gobierno del Estado de Hidalgo,1159578.258,Contrato de Donación y Transmisión de Derechos Posesorios CD y TDP 2003 004 de fecha 16 de diciembre del 2003.
2013,13,Hidalgo,Oficialía Mayor,Preescolar Indígena Lázaro Cárdenas,Calle,Centro de la localidad ,sin número,sin número,Colonia,0001,Huejutla de Reyes,28,Huejutla de Reyes,43000,Urbana,Edificación,Preescolar Indígena,Donación a favor de Gobierno del Estado de Hidalgo,430164.0681,Contrato de Donación y Transmisión de Derechos Posesorios CD y TDP 2003 004 de fecha 16 de diciembre del 2003.
2014,13,Hidalgo,Oficialía Mayor,Primaria Indígena Adolfo Espinosa Ángeles,Calle,Centro de la población ,sin número,sin número,Colonia,0001,Huejutla de Reyes,28,Huejutla de Reyes,43000,Urbana,Edificación,Primaria Indígena,Donación a favor de Gobierno del Estado de Hidalgo,4217600.314,Contrato de Donación y Transmisión de Derechos Posesorios CD y TDP 2003 004 de fecha 16 de diciembre del 2003.
2015,13,Hidalgo,Oficialía Mayor,Secundaria General Escuela Secundaria General 2,Avenida,Cuauhtémoc ,sin número,sin número,Colonia,0001,Cruz Verde,28,Huejutla de Reyes,43000,Urbana,Edificación,Secundaria General,Donación a favor de Gobierno del Estado de Hidalgo,20773808.1,Contrato de Donación y Transmisión de Derechos Posesorios CD y TDP 2003 004 de fecha 16 de diciembre del 2003.
2016,13,Hidalgo,Oficialía Mayor,Secundaria General Carlos Fayad Orozco,Avenida, Sur 1 ,2,sin número,Colonia,0001,Huejutla de Reyes,28,Huejutla de Reyes,43000,Urbana,Edificación,Secundaria General,Donación a favor de Gobierno del Estado de Hidalgo,5549474.098,
2017,13,Hidalgo,Oficialía Mayor,Preescolar General Severa Toledo Rendon,Calle,Nicandro Castillo ,14,sin número,Colonia,0001,Centro,28,Huejutla de Reyes,43000,Urbana,Edificación,Preescolar General,Donación a favor de Gobierno del Estado de Hidalgo,3983871.025,Contrato de Donación y Transmisión de Derechos Posesorios CD y TDP 2003 004 de fecha 16 de diciembre del 2003.
2018,13,Hidalgo,Oficialía Mayor,Preescolar General Profr. Ignacio Lugo Teran,Avenida, Ejercito Nacional,sin número,sin número,Colonia,0001,Jacarandas,28,Huejutla de Reyes,43000,Urbana,Edificación,Preescolar General,Donación a favor de Gobierno del Estado de Hidalgo,2789424.955,Contrato de Donación y Transmisión de Derechos Posesorios CD y TDP 2003 004 de fecha 16 de diciembre del 2003.
2019,13,Hidalgo,Oficialía Mayor,Preescolar General Fausto Crespo Argumedo,Calle,Independencia ,sin número,sin número,Colonia,0001,Flavio Crespo,28,Huejutla de Reyes,43000,Urbana,Edificación,Preescolar General,Donación a favor de Gobierno del Estado de Hidalgo,1279252.763,
2020,13,Hidalgo,Oficialía Mayor,Preescolar General Solidaridad,Avenida,Oriente 3 ,sin número,sin número,Colonia,0001,Huejutla de Reyes,28,Huejutla de Reyes,43000,Urbana,Edificación,Preescolar General,Donación a favor de Gobierno del Estado de Hidalgo,1083584.309,Contrato de Donación y Transmisión de Derechos Posesorios CD y TDP 2003 004 de fecha 16 de diciembre del 2003.
2021,13,Hidalgo,Oficialía Mayor,Preescolar General Nicandro Castillo,Calle,Joséfa Ortíz de Domínguez ,sin número,sin número,Colonia,0001,El Seminario,28,Huejutla de Reyes,43000,Urbana,Edificación,Preescolar General,Donación a favor de Gobierno del Estado de Hidalgo,1330341.132,Contrato de Donación y Transmisión de Derechos Posesorios CD y TDP 2003 004 de fecha 16 de diciembre del 2003.
2022,13,Hidalgo,Oficialía Mayor,Centro de Atención Múltiple número 8,Carretera,Federal 105 México-Tampico ,Kilómetro 214,sin número,Colonia,0001,El Mirador,28,Huejutla de Reyes,43000,Urbana,Edificación,Centro de Atención Múltiple (Cam),Donación a favor de Gobierno del Estado de Hidalgo,4189373.99,Contrato de Donación y Transmisión de Derechos Posesorios CD y TDP 2003 004 de fecha 16 de diciembre del 2003.
2023,13,Hidalgo,Oficialía Mayor,Pedagógica Normal de Las Huastecas,Carretera,México-Tampico ,Kilómetro 215,sin número,Colonia,0001,La Lomita,28,Huejutla de Reyes,43000,Urbana,Edificación,Pedagógica,Donación a favor de Gobierno del Estado de Hidalgo,11816739.78,
2024,13,Hidalgo,Oficialía Mayor,Primaria General Teofila Sánchez Medina,Calle,Juan Escutia,3,sin número,Colonia,0001,Obrera,28,Huejutla de Reyes,43000,Urbana,Edificación,Primaria General,Donación a favor de Gobierno del Estado de Hidalgo,4143649.9,
2025,13,Hidalgo,Oficialía Mayor,Primaria General Vicente Guerrero,Avenida,Sur Calle Este Frente Cecyteh ,sin número,sin número,Colonia,0001,Huejutla de Reyes,28,Huejutla de Reyes,43000,Urbana,Edificación,Primaria General,Donación a favor de Gobierno del Estado de Hidalgo,6388728.282,
2026,13,Hidalgo,Oficialía Mayor,Primaria General Capitán Antonio Reyes Cabrera,Calle,Jaime Nuno,32,sin número,Colonia,0001,Capitán Antonio Reyes,28,Huejutla de Reyes,43000,Urbana,Edificación,Primaria General,Donación a favor de Gobierno del Estado de Hidalgo,11457077.66,Contrato de Donación y Transmisión de Derechos Posesorios CD y TDP 2003 004 de fecha 16 de diciembre del 2003.
2027,13,Hidalgo,Oficialía Mayor,Primaria General Lázaro Cárdenas del Rio,Carretera,México-Tampico ,sin número,sin número,Colonia,0001,Santa Irene,28,Huejutla de Reyes,43000,Urbana,Edificación,Primaria General,Donación a favor de Gobierno del Estado de Hidalgo,11148846.21,
2028,13,Hidalgo,Oficialía Mayor,Primaria General José Velazquez Vargas,Prolongación,Toribio Reyes ,sin número,sin número,Colonia,0001,Teacal,28,Huejutla de Reyes,43005,Urbana,Edificación,Primaria General,Donación a favor de Gobierno del Estado de Hidalgo,10159560.81,
2029,13,Hidalgo,Oficialía Mayor,Primaria General Profr. Rene Espinosa Sagaon,Calle,Lázaro Cárdenas ,sin número,sin número,Colonia,0001,El Seminario,28,Huejutla de Reyes,43000,Urbana,Edificación,Primaria General,Donación a favor de Gobierno del Estado de Hidalgo,2688142.263,Contrato de Donación y Transmisión de Derechos Posesorios CD y TDP 2003 004 de fecha 16 de diciembre del 2003.
2030,13,Hidalgo,Oficialía Mayor,Primaria General Benito Juárez,Calle,Toribio Reyes ,32,sin número,Colonia,0001,Tahuizan,28,Huejutla de Reyes,43000,Urbana,Edificación,Primaria General,Donación a favor de Gobierno del Estado de Hidalgo,8751437.633,
2031,13,Hidalgo,Oficialía Mayor,Primaria General Benito Juárez,Calle,Plaza de La Revolución,10,sin número,Colonia,0001,Centro,28,Huejutla de Reyes,43000,Urbana,Edificación,Primaria General,Donación a favor de Gobierno del Estado de Hidalgo,8963965.249,
2032,13,Hidalgo,Oficialía Mayor,Primaria General Lauro Aguirre,Calle,Alfonso Corona del Rosal ,29,sin número,Colonia,0001,Cerecedo Estrada,28,Huejutla de Reyes,43000,Urbana,Edificación,Primaria General,Donación a favor de Gobierno del Estado de Hidalgo,3986936.327,
2033,13,Hidalgo,Oficialía Mayor,Preescolar General Citlalli,Calle,La Herradura ,sin número,sin número,Colonia,0001,Huejutla de Reyes,28,Huejutla de Reyes,43003,Urbana,Edificación,Preescolar General,Donación a favor de Gobierno del Estado de Hidalgo,4097287.205,Contrato de Donación y Transmisión de Derechos Posesorios CD y TDP 2003 004 de fecha 16 de diciembre del 2003.
2034,13,Hidalgo,Oficialía Mayor,Primaria General Leóna Vicario,Calle,Domicilio conocido,sin número,sin número,Colonia,0001,Huejutla de Reyes,28,Huejutla de Reyes,43003,Urbana,Edificación,Primaria General,Donación a favor de Gobierno del Estado de Hidalgo,2132556.249,
2035,13,Hidalgo,Oficialía Mayor,Telesecundaria 476,Calle,Domicilio conocido,sin número,sin número,Colonia,0001,Huejutla de Reyes,28,Huejutla de Reyes,43003,Urbana,Edificación,Telesecundaria,Donación a favor de Gobierno del Estado de Hidalgo,2588647.664,Contrato de Donación y Transmisión de Derechos Posesorios CD y TDP 2003 004 de fecha 16 de diciembre del 2003.
2036,13,Hidalgo,Oficialía Mayor,Preescolar Indígena Benito Juárez,Calle,Centro de la comunidad ,sin número,sin número,Colonia,0001,Huejutla de Reyes,28,Huejutla de Reyes,43000,Urbana,Edificación,Preescolar Indígena,Donación a favor de Gobierno del Estado de Hidalgo,202054.5,Contrato de Donación y Transmisión de Derechos Posesorios CD y TDP 2003 004 de fecha 16 de diciembre del 2003.
2037,13,Hidalgo,Oficialía Mayor,Primaria Indígena Ignacio Zaragoza,Calle,Domicilio conocido,sin número,sin número,Colonia,0001,Huejutla de Reyes,28,Huejutla de Reyes,43000,Urbana,Edificación,Primaria Indígena,Donación a favor de Gobierno del Estado de Hidalgo,3824475.314,Contrato de Donación y Transmisión de Derechos Posesorios CD y TDP 2003 004 de fecha 16 de diciembre del 2003.
2038,13,Hidalgo,Oficialía Mayor,Preescolar General Pilxochitl,Calle,Centro de la localidad ,sin número,sin número,Colonia,0001,Huejutla de Reyes,28,Huejutla de Reyes,43015,Urbana,Edificación,Preescolar General,Donación a favor de Gobierno del Estado de Hidalgo,663637.915,
2039,13,Hidalgo,Oficialía Mayor,Primaria General Gregorio Torres Quintero,Calle,Francisco  I. Madero ,9,sin número,Colonia,0001,Huejutla de Reyes,28,Huejutla de Reyes,43015,Urbana,Edificación,Primaria General,Donación a favor de Gobierno del Estado de Hidalgo,8483918.497,
